6.912778608393898,51.50498832824615,6.91624625256839,51.50714670010036;POINT (6.912778608393898 51.50657113427255);POLYGON ((6.912677434713232 51.50657113427255, 6.912667092514765 51.50657113427255, 6.912667092514765 51.50660193510588, 6.912667542175567 51.50660193510591, 6.912667542175567 51.50660238805934, 6.912667542175567 51.50660284101278, 6.91266799183637 51.50660284101281, 6.91266799183637 51.50660329396624, 6.912668891157976 51.5066032939663, 6.912668891157976 51.50660374691973, 6.9126724884444 51.50660374691998, 6.9126724884444 51.50660329396654, 6.912673387766006 51.50660329396661, 6.912673387766006 51.50660284101317, 6.912673837426809 51.5066028410132, 6.912673837426809 51.50660238805976, 6.912674287087611 51.50660238805979, 6.912674287087611 51.50660193510635, 6.912674736748414 51.50660193510638, 6.912674736748414 51.5066010291995, 6.912675186409218 51.50660102919953, 6.912675186409218 51.50660057624609, 6.912675636070021 51.50660057624612, 6.912675636070021 51.50660012329268, 6.912676085730824 51.50660012329271, 6.912676085730824 51.50659967033927, 6.912676535391626 51.5065996703393, 6.912676535391626 51.50659921738585, 6.912676985052429 51.50659921738588, 6.912676985052429 51.50659876443244, 6.912677434713232 51.50659876443247, 6.912677434713232 51.50659785852559, 6.912676985052429 51.50659785852556, 6.912676985052429 51.50659740557212, 6.912676535391626 51.50659740557209, 6.912676535391626 51.50659695261865, 6.912676535391626 51.50659649966521, 6.912676085730824 51.50659649966519, 6.912676085730824 51.50659604671175, 6.912675636070021 51.50659604671173, 6.912675636070021 51.50659559375828, 6.912675186409218 51.50659559375826, 6.912675186409218 51.50659514080483, 6.912674736748414 51.5065951408048, 6.912674736748414 51.50659468785136, 6.912674736748414 51.50658517582915, 6.912674287087611 51.50658517582914, 6.912674287087611 51.50658109924819, 6.912674736748414 51.5065810992482, 6.912674736748414 51.50657928743445, 6.912675186409218 51.50657928743446, 6.912675186409218 51.50657883448102, 6.912675636070021 51.50657883448103, 6.912675636070021 51.50657838152759, 6.912676085730824 51.5065783815276, 6.912676085730824 51.50657792857415, 6.912676535391626 51.50657792857416, 6.912676535391626 51.50657747562072, 6.912676985052429 51.50657747562072, 6.912676985052429 51.50657656971384, 6.912677434713232 51.50657656971385, 6.912677434713232 51.50657113427255))
6.912778608393898,51.50498832824615,6.91624625256839,51.50714670010036;POINT (6.912778608393898 51.50657113427255);POLYGON ((6.912674287087611 51.50669116693367, 6.912673837426809 51.50669116693356, 6.912673837426809 51.50669071398012, 6.912673837426809 51.50668844921293, 6.912673387766006 51.50668844921282, 6.912673387766006 51.50668799625938, 6.912672938105203 51.50668799625927, 6.912672938105203 51.50668754330584, 6.912670240140385 51.50668754330517, 6.912670240140385 51.50668709035173, 6.912668891157976 51.50668709035141, 6.912668891157976 51.50668754330484, 6.91266799183637 51.50668754330461, 6.91266799183637 51.50668799625805, 6.912667542175567 51.50668799625794, 6.912667542175567 51.5066889021648, 6.912667092514765 51.50668890216469, 6.912667092514765 51.50668980807155, 6.912666642853961 51.50668980807144, 6.912666642853961 51.50669026102487, 6.912666193193158 51.50669026102476, 6.912666193193158 51.50669071397819, 6.912665293871552 51.50669071397796, 6.912665293871552 51.50669116693139, 6.91266484421075 51.50669116693128, 6.91266484421075 51.50669161988471, 6.912664394549947 51.50669161988459, 6.912664394549947 51.50669207283801, 6.912663944889144 51.5066920728379, 6.912663944889144 51.50670203781333, 6.912664394549947 51.50670203781345, 6.912664394549947 51.50670475553402, 6.912663944889144 51.5067047555339, 6.912663944889144 51.50671562641617, 6.912663944889144 51.5067160793696, 6.912673837426809 51.50671607937264, 6.912673837426809 51.50671109688482, 6.912674287087611 51.50671109688495, 6.912674287087611 51.50669116693367))
6.912778608393898,51.50498832824615,6.91624625256839,51.50714670010036;POINT (6.912778608393898 51.50657113427255);POLYGON ((6.912652253708266 51.50658653468874, 6.912651804047464 51.50658653468872, 6.912651804047464 51.50658608173531, 6.912651804047464 51.50658562878188, 6.912651354386661 51.50658562878187, 6.912651354386661 51.50658517582846, 6.912650904725858 51.50658517582844, 6.912650904725858 51.50658472287503, 6.912650455065055 51.50658472287501, 6.912650455065055 51.5065842699216, 6.912650455065055 51.50658381696818, 6.912650005404251 51.50658381696817, 6.912650005404251 51.50658336401476, 6.912650455065055 51.50658336401477, 6.912650455065055 51.50658245810794, 6.912650904725858 51.50658245810795, 6.912650904725858 51.5065810992477, 6.912651354386661 51.50658109924771, 6.912651354386661 51.50657974038747, 6.912651804047464 51.50657974038747, 6.912651804047464 51.50657475789989, 6.912651354386661 51.50657475789988, 6.912651354386661 51.50657430494647, 6.912651354386661 51.50657113427255, 6.912641911509799 51.50657113427255, 6.912641911509799 51.5066309241223, 6.912642361170602 51.50663092412235, 6.912642361170602 51.50663137707576, 6.912642810831405 51.50663137707582, 6.912642810831405 51.50663183002923, 6.912643260492207 51.50663183002928, 6.912643260492207 51.50663228298269, 6.91264371015301 51.50663228298275, 6.91264371015301 51.50663273593617, 6.912647307439434 51.50663273593663, 6.912647307439434 51.50663228298322, 6.91264820676104 51.50663228298333, 6.91264820676104 51.50663183002992, 6.912648656421843 51.50663183002998, 6.912648656421843 51.50663092412315, 6.912649106082646 51.50663092412321, 6.912649106082646 51.50661190007982, 6.912649555743449 51.50661190007986, 6.912649555743449 51.50661099417303, 6.912650005404251 51.50661099417307, 6.912650005404251 51.50661054121965, 6.912650455065055 51.50661054121969, 6.912650455065055 51.50661008826627, 6.912650904725858 51.50661008826631, 6.912650904725858 51.5066096353129, 6.912651354386661 51.50660963531293, 6.912651354386661 51.50660419987194, 6.912651804047464 51.50660419987197, 6.912651804047464 51.50659649966389, 6.912652253708266 51.50659649966391, 6.912652253708266 51.50658653468874))
6.912778608393898,51.50498832824615,6.91624625256839,51.50714670010036;POINT (6.912778608393898 51.50657113427255);POLYGON ((6.912649106082646 51.50665991314171, 6.912648656421843 51.50665991314163, 6.912648656421843 51.50665946018821, 6.912648656421843 51.50665900723479, 6.91264820676104 51.50665900723471, 6.91264820676104 51.5066585542813, 6.912647307439434 51.50665855428113, 6.912647307439434 51.50665810132772, 6.912646857778631 51.50665810132764, 6.912646857778631 51.50665855428105, 6.91264371015301 51.50665855428047, 6.91264371015301 51.50665900723388, 6.912643260492207 51.50665900723379, 6.912643260492207 51.5066594601872, 6.912642810831405 51.50665946018712, 6.912642810831405 51.50665991314052, 6.912642361170602 51.50665991314044, 6.912642361170602 51.5066630838143, 6.912641911509799 51.5066630838142, 6.912641911509799 51.50671562640944, 6.912641911509799 51.50671607936285, 6.912649106082646 51.50671607936505, 6.912649106082646 51.50665991314171))
6.912778608393898,51.50498832824615,6.91624625256839,51.50714670010036;POINT (6.913009787227364 51.50657113427255);POLYGON ((6.912905465921077 51.50657113427255, 6.91289512372261 51.50657113427255, 6.91289512372261 51.50659468786235, 6.912894674061806 51.50659468786233, 6.912894674061806 51.50659876444517, 6.91289512372261 51.50659876444519, 6.91289512372261 51.50660057625979, 6.91289512372261 51.50660102921344, 6.912895573383413 51.50660102921347, 6.912895573383413 51.50660193512078, 6.912895573383413 51.50660238807443, 6.912896023044215 51.50660238807446, 6.912896023044215 51.5066028410281, 6.912897372026624 51.5066028410282, 6.912897372026624 51.50660329398185, 6.912899620330639 51.506603293982, 6.912899620330639 51.50660374693565, 6.912900969313048 51.50660374693575, 6.912900969313048 51.50660329398209, 6.912904116938669 51.50660329398231, 6.912904116938669 51.50660284102864, 6.912904566599472 51.50660284102868, 6.912904566599472 51.50660238807502, 6.912905016260274 51.50660238807504, 6.912905016260274 51.50659921739943, 6.912905465921077 51.50659921739946, 6.912905465921077 51.50657113427255))
6.912778608393898,51.50498832824615,6.91624625256839,51.50714670010036;POINT (6.913009787227364 51.50657113427255);POLYGON ((6.912905465921077 51.50661869440683, 6.912905016260274 51.50661869440678, 6.912905016260274 51.50661824145313, 6.912905016260274 51.50661597668483, 6.912904566599472 51.50661597668478, 6.912904566599472 51.50661552373113, 6.912904116938669 51.50661552373109, 6.912904116938669 51.50661507077743, 6.912901418973851 51.50661507077717, 6.912901418973851 51.50661461782352, 6.912900069991442 51.5066146178234, 6.912900069991442 51.50661507077705, 6.912898721009033 51.50661507077692, 6.912898721009033 51.50661552373058, 6.912897821687427 51.5066155237305, 6.912897821687427 51.50661597668415, 6.912897372026624 51.5066159766841, 6.912897372026624 51.50661642963775, 6.912896922365821 51.50661642963771, 6.912896922365821 51.50661688259137, 6.912896472705018 51.50661688259132, 6.912896472705018 51.50661733554497, 6.912896023044215 51.50661733554492, 6.912896023044215 51.50661778849858, 6.912895573383413 51.50661778849853, 6.912895573383413 51.50661869440584, 6.91289512372261 51.50661869440579, 6.91289512372261 51.50662005326674, 6.912894674061806 51.50662005326669, 6.912894674061806 51.50662050622034, 6.91289512372261 51.50662050622039, 6.91289512372261 51.50663545369083, 6.91289512372261 51.50663590664448, 6.912895573383413 51.50663590664455, 6.912895573383413 51.5066363595982, 6.912895573383413 51.50663681255185, 6.912896023044215 51.50663681255191, 6.912896023044215 51.50663726550556, 6.912896023044215 51.50663771845921, 6.912896472705018 51.50663771845927, 6.912896472705018 51.50663907732022, 6.912896023044215 51.50663907732016, 6.912896023044215 51.50664043618112, 6.912895573383413 51.50664043618104, 6.912895573383413 51.50664224799565, 6.91289512372261 51.50664224799558, 6.91289512372261 51.50665130706858, 6.912895573383413 51.50665130706865, 6.912895573383413 51.50665311888326, 6.912895573383413 51.50665357183691, 6.912896023044215 51.50665357183698, 6.912896023044215 51.50665493069793, 6.912896023044215 51.50665538365158, 6.912896472705018 51.50665538365167, 6.912896472705018 51.50665764841992, 6.912896023044215 51.50665764841984, 6.912896023044215 51.50666036614174, 6.912895573383413 51.50666036614166, 6.912895573383413 51.50666806635371, 6.912896023044215 51.5066680663538, 6.912896023044215 51.50666851930745, 6.912896023044215 51.50666897226111, 6.912896472705018 51.5066689722612, 6.912896472705018 51.50666942521485, 6.912896472705018 51.5066698781685, 6.912896922365821 51.50666987816859, 6.912896922365821 51.50667033112225, 6.912897372026624 51.50667033112234, 6.912897372026624 51.5066716899833, 6.912896922365821 51.5066716899832, 6.912896922365821 51.50667304884416, 6.912896472705018 51.50667304884406, 6.912896472705018 51.50667486065866, 6.912896922365821 51.50667486065876, 6.912896922365821 51.50667531361241, 6.912896922365821 51.50667576656607, 6.912897372026624 51.50667576656617, 6.912897372026624 51.50667667247347, 6.912897372026624 51.50667712542712, 6.912897821687427 51.50667712542722, 6.912897821687427 51.5066821079174, 6.912897821687427 51.50668256087106, 6.91289827134823 51.50668256087116, 6.91289827134823 51.50668754336134, 6.912897821687427 51.50668754336123, 6.912897821687427 51.50669569652698, 6.91289827134823 51.50669569652709, 6.91289827134823 51.5067043026465, 6.912897821687427 51.50670430264637, 6.912897821687427 51.5067097380902, 6.91289827134823 51.50670973809033, 6.91289827134823 51.50671109695129, 6.912897821687427 51.50671109695116, 6.912897821687427 51.50671562648768, 6.912897821687427 51.50671607944133, 6.912905465921077 51.50671607944368, 6.912905465921077 51.50661869440683))
6.912778608393898,51.50498832824615,6.91624625256839,51.50714670010036;POINT (6.913009787227364 51.50657113427255);POLYGON ((6.912880284916112 51.50657113427255, 6.912873090343265 51.50657113427255, 6.912873090343265 51.50660238807293, 6.912873540004068 51.50660238807297, 6.912873540004068 51.5066028410266, 6.91287398966487 51.50660284102663, 6.91287398966487 51.50660329398026, 6.912874888986476 51.50660329398032, 6.912874888986476 51.50660374693395, 6.912878935933703 51.50660374693422, 6.912878935933703 51.50660329398059, 6.912879385594506 51.50660329398062, 6.912879385594506 51.50660284102699, 6.912879835255309 51.50660284102702, 6.912879835255309 51.50660193511975, 6.912880284916112 51.50660193511978, 6.912880284916112 51.50657113427255))
6.912778608393898,51.50498832824615,6.91624625256839,51.50714670010036;POINT (6.913009787227364 51.50657113427255);POLYGON ((6.912880284916112 51.50661914735793, 6.912879835255309 51.50661914735789, 6.912879835255309 51.50661869440425, 6.912879835255309 51.50661597668244, 6.912879385594506 51.5066159766824, 6.912879385594506 51.50661552372876, 6.912878935933703 51.50661552372872, 6.912878935933703 51.50661507077508, 6.912875338647279 51.50661507077475, 6.912875338647279 51.50661461782112, 6.912874888986476 51.50661461782108, 6.912874888986476 51.50661507077471, 6.91287398966487 51.50661507077462, 6.91287398966487 51.50661552372826, 6.912873540004068 51.50661552372821, 6.912873540004068 51.50661642963547, 6.912873090343265 51.50661642963543, 6.912873090343265 51.50667395474628, 6.912872640682461 51.50667395474618, 6.912872640682461 51.50667984314335, 6.912873090343265 51.50667984314345, 6.912873090343265 51.50669297879868, 6.912872640682461 51.50669297879857, 6.912872640682461 51.50669433765945, 6.912872191021658 51.50669433765933, 6.912872191021658 51.50669524356659, 6.912871741360855 51.50669524356647, 6.912871741360855 51.50669614947373, 6.912871291700053 51.5066961494736, 6.912871291700053 51.50669660242723, 6.912871741360855 51.50669660242735, 6.912871741360855 51.50669796128824, 6.912871741360855 51.50669841424186, 6.912872191021658 51.50669841424198, 6.912872191021658 51.50670022605649, 6.912871741360855 51.50670022605637, 6.912871741360855 51.50670067901, 6.912871291700053 51.50670067900987, 6.912871291700053 51.5067011319635, 6.91287084203925 51.50670113196338, 6.91287084203925 51.50670203787063, 6.912870392378447 51.50670203787051, 6.912870392378447 51.50670294377776, 6.912869942717643 51.50670294377763, 6.912869942717643 51.50670702036027, 6.91286949305684 51.50670702036014, 6.91286949305684 51.50671562647902, 6.91286949305684 51.50671607943264, 6.912880284916112 51.50671607943595, 6.912880284916112 51.50661914735793))
6.912778608393898,51.50498832824615,6.91624625256839,51.50714670010036;POINT (6.912778608393898 51.5064272428156);POLYGON ((6.912771413821051 51.5064272428156, 6.912760621961779 51.5064272428156, 6.912760621961779 51.50643539597898, 6.912761071622583 51.50643539597899, 6.912761071622583 51.50643720779308, 6.912760621961779 51.50643720779306, 6.912760621961779 51.50644762572404, 6.912761071622583 51.50644762572406, 6.912761071622583 51.50645487298041, 6.912760621961779 51.50645487298038, 6.912760621961779 51.50646212023672, 6.912761071622583 51.50646212023675, 6.912761071622583 51.50646846158605, 6.912760621961779 51.50646846158601, 6.912760621961779 51.50657173498878, 6.912760621961779 51.5065721879423, 6.912771413821051 51.50657218794561, 6.912771413821051 51.5064272428156))
6.912778608393898,51.50498832824615,6.91624625256839,51.50714670010036;POINT (6.913009786497309 51.5064272428156);POLYGON ((6.913002591924461 51.50647616182091, 6.913002142263658 51.50647616182086, 6.913002142263658 51.50647570886711, 6.913002142263658 51.50647525591336, 6.913001692602855 51.50647525591332, 6.913001692602855 51.50647480295957, 6.91300079328125 51.50647480295947, 6.91300079328125 51.50647435000572, 6.912999893959643 51.50647435000563, 6.912999893959643 51.50647389705188, 6.912999444298841 51.50647389705184, 6.912999444298841 51.50647344409808, 6.912998994638038 51.50647344409804, 6.912998994638038 51.50647299114429, 6.912998994638038 51.50647253819054, 6.912998544977235 51.5064725381905, 6.912998544977235 51.50647208523675, 6.912998095316432 51.50647208523671, 6.912998095316432 51.50647163228296, 6.912997645655629 51.50647163228292, 6.912997645655629 51.50647117932917, 6.912996746334023 51.50647117932909, 6.912996746334023 51.50647163228283, 6.91299629667322 51.50647163228279, 6.91299629667322 51.50647208523654, 6.912995847012417 51.5064720852365, 6.912995847012417 51.50647253819024, 6.912995397351614 51.5064725381902, 6.912995397351614 51.50647299114394, 6.912994947690811 51.5064729911439, 6.912994947690811 51.50647344409765, 6.912994498030008 51.5064734440976, 6.912994498030008 51.50647389705135, 6.912994048369205 51.50647389705131, 6.912994048369205 51.50647435000505, 6.912993149047599 51.50647435000496, 6.912993149047599 51.50647480295871, 6.912992699386797 51.50647480295866, 6.912992699386797 51.5064752559124, 6.912992249725994 51.50647525591236, 6.912992249725994 51.50647616181984, 6.91299180006519 51.5064761618198, 6.91299180006519 51.50657173505947, 6.91299180006519 51.50657218801321, 6.913002591924461 51.50657218801652, 6.913002591924461 51.50647616182091))
